4;19;2008-10-14
4;28;2008-10-24
4;31;2008-04-14
4;33;2007-07-10
4;33;2007-07-31
4;67;2008-09-14
4;77;2008-10-16
4;78;2008-01-07
4;143;2007-07-16
4;155;2008-08-25
4;494;2007-02-13
4;497;2007-04-09
4;497;2008-02-22
4;774;2007-02-27
4;775;2008-02-20
4;777;2008-10-17
4;786;2007-09-15
4;786;2008-03-15
4;787;2007-10-28
4;788;2007-08-01
4;788;2008-05-20
4;789;2007-09-10
4;796;2007-09-16
4;801;2008-02-13
4;871;2007-07-23
4;871;2007-08-23
4;880;2008-02-19
4;882;2007-03-11
4;883;2008-07-24
4;883;2008-08-28
4;883;2008-09-13
4;895;2007-08-03
4;895;2008-10-13
4;895;2008-10-29
4;896;2008-09-10
4;905;2007-03-23
4;913;2008-07-16
4;916;2007-01-04
4;916;2008-05-19
4;916;2008-09-12
4;918;2008-06-17
4;918;2008-07-22
4;1039;2008-06-24
4;1055;2008-02-26
4;1085;2007-11-14
4;1195;2008-10-18
4;1196;2008-07-20
4;1201;2008-10-23
4;1202;2007-02-15
4;1213;2008-06-26
4;1214;2007-07-12
4;1214;2008-10-22
4;1230;2007-03-10
4;1230;2008-01-16
4;1235;2007-05-14
4;1235;2007-11-21
4;1235;2008-05-22
4;1391;2008-07-18
4;1775;2008-05-18
4;2274;2008-07-29
4;2683;2007-02-16
4;2857;2007-05-09
4;2857;2008-08-12
4;2889;2007-06-26
4;2889;2007-07-25
4;2889;2008-07-25
4;3752;2007-09-14
4;4684;2008-07-24
4;4699;2007-09-12
4;4699;2008-09-09
4;4889;2008-02-14
4;4913;2008-05-24
4;4922;2008-05-11
4;5135;2007-11-17
4;6219;2008-06-18
4;7787;2008-05-06
4;7787;2008-05-23
4;11269;2007-08-22
4;23884;2007-08-27
4;26149;2008-05-17
4;100254;2007-06-18
4;100254;2007-10-23
4;624662;2007-11-24
5;1;2008-02-16
5;3;2007-10-18
5;3;2007-10-29
5;4;2008-03-27
5;6;2008-02-15
5;7;2008-03-29
5;7;2008-04-29
5;8;2008-02-26
5;9;2007-10-23
5;9;2008-06-09
5;14;2008-04-21
5;14;2008-06-15
5;19;2007-10-17
5;35;2008-06-25
5;76;2007-08-18
5;104;2007-01-10
5;142;2008-05-29
5;157;2008-09-19
5;493;2008-04-28
5;497;2008-02-14
5;511;2008-02-27
5;522;2007-01-03
5;778;2008-10-07
5;789;2007-01-17
5;873;2008-06-23
5;875;2008-06-27
5;876;2008-04-13
5;880;2008-05-06
5;920;2008-06-17
5;920;2008-10-09
5;1197;2007-01-04
5;1201;2008-04-11
5;1201;2008-05-27
5;1203;2008-02-28
5;1205;2008-06-10
5;1205;2008-06-30
5;1214;2008-03-31
5;1230;2008-10-27
5;1235;2007-10-15
5;1391;2007-08-14
5;2261;2007-08-08
5;2262;2007-10-09
5;2270;2007-08-19
5;2272;2007-08-18
5;2723;2007-10-11
5;4898;2008-03-15
5;4905;2008-03-16
5;4951;2007-01-15
5;7144;2007-01-19
5;7787;2008-02-13
6;1;2007-01-04
6;1;2008-02-19
6;2;2008-05-24
6;4;2007-01-29
6;4;2008-02-23
6;4;2008-10-25
6;13;2008-07-08
6;17;2008-10-11
6;19;2007-05-24
6;19;2008-05-22
6;20;2008-05-29
6;27;2007-02-15
6;28;2008-10-28
6;29;2007-06-11
6;29;2008-03-27
6;35;2008-06-09
6;77;2007-05-14
6;490;2008-10-23
6;497;2008-09-25
6;778;2007-04-16
6;778;2007-06-26
6;778;2008-07-10
6;789;2007-01-03
6;791;2008-03-01
6;791;2008-04-21
6;795;2007-01-01
6;796;2008-02-28
6;797;2008-06-23
6;798;2008-10-22
6;871;2007-02-14
6;871;2007-04-18
6;875;2007-02-27
6;876;2007-07-10
6;882;2008-07-29
6;883;2008-04-11
6;895;2008-05-13
6;897;2007-05-20
6;913;2007-05-07
6;913;2008-10-08
6;916;2008-10-14
6;921;2007-03-01
6;1197;2008-05-20
6;1197;2008-06-11
6;1201;2008-02-22
6;1205;2007-07-12
6;1205;2008-02-21
6;1205;2008-07-23
6;1206;2008-02-11
6;1214;2008-05-27
6;1214;2008-10-09
6;1222;2007-02-11
6;1222;2007-04-19
6;1230;2008-10-10
6;1393;2008-03-01
6;1393;2008-10-24
6;2261;2008-02-27
6;2857;2008-05-18
6;2857;2008-07-22
6;2934;2008-09-23
6;4681;2007-02-16
6;4681;2008-02-14
6;4696;2008-03-29
6;4698;2007-06-28
6;4698;2008-03-13
6;4913;2008-07-28
6;4913;2008-10-26
6;7144;2007-02-28
6;7787;2008-05-14
6;9146;2007-02-09
6;11269;2007-04-06
6;29912;2007-03-11
6;90054;2007-04-24
7;2;2007-10-27
7;3;2007-03-27
7;3;2008-02-16
7;4;2008-05-14
7;4;2008-10-19
7;5;2008-02-17
7;8;2007-03-12
7;8;2008-02-15
7;12;2007-01-01
7;12;2008-04-22
7;15;2008-07-30
7;15;2008-10-29
7;25;2007-01-10
7;25;2008-01-10
7;27;2008-01-03
7;27;2008-07-24
7;29;2007-02-23
7;31;2007-09-23
7;33;2008-10-22
7;67;2008-08-01
7;77;2007-08-07
7;102;2008-05-25
7;136;2007-01-16
7;138;2007-08-27
7;490;2007-01-03
7;494;2008-02-12
7;775;2007-10-02
7;775;2008-10-24
7;777;2007-02-18
7;777;2008-03-19
7;777;2008-08-02
7;778;2008-01-01
7;790;2008-03-16
7;790;2008-08-30
7;790;2008-09-21
7;791;2007-10-15
7;797;2007-02-14
7;871;2007-01-05
7;871;2007-03-14
7;871;2008-01-04
7;873;2007-10-04
7;873;2008-08-28
7;874;2007-04-06
7;876;2008-10-14
7;880;2008-04-21
7;883;2008-05-28
7;891;2008-08-25
7;897;2007-01-20
7;897;2007-10-16
7;921;2007-11-01
7;921;2008-06-24
7;923;2007-02-15
7;923;2007-02-22
7;929;2007-10-25
7;934;2008-10-26
7;1195;2008-09-07
7;1196;2007-10-26
7;1196;2008-05-12
7;1196;2008-07-31
7;1205;2007-01-18
7;1205;2007-10-28
7;1205;2008-03-05
7;1205;2008-10-25
7;1205;2008-10-30
7;1206;2007-10-31
7;1222;2007-01-04
7;1222;2007-10-23
7;1230;2008-01-02
7;1233;2008-09-19
7;1391;2007-03-17
7;1391;2008-06-28
7;1392;2007-03-25
7;1393;2007-02-18
7;1393;2007-03-28
7;2683;2007-08-30
7;2857;2007-10-06
7;2889;2007-09-21
7;2889;2008-10-16
7;2898;2008-06-12
7;2898;2008-10-23
7;3021;2008-01-11
7;3306;2007-01-13
7;3947;2007-03-11
7;4681;2008-06-30
7;4684;2008-03-03
7;4684;2008-10-18
7;4696;2008-01-05
7;4696;2008-02-14
7;4696;2008-07-24
7;4696;2008-09-02
7;4698;2008-06-10
7;4699;2007-10-10
7;4889;2008-07-26
7;4889;2008-08-03
7;4898;2008-10-17
7;4922;2008-06-26
7;7371;2007-02-17
7;7787;2007-10-05
7;11269;2008-05-05
7;11269;2008-09-03
7;21935;2007-02-22
7;621889;2007-03-23
8;4;2008-09-30
8;11;2008-03-16
8;22;2007-09-14
8;25;2007-02-14
8;25;2007-06-15
8;76;2007-06-11
8;102;2007-09-12
8;112;2008-02-12
8;117;2007-02-12
8;162;2008-10-25
8;297;2008-05-05
8;303;2007-02-11
8;375;2007-04-21
8;484;2007-06-19
8;487;2008-09-12
8;490;2008-09-14
8;494;2007-04-22
8;495;2008-02-05
8;497;2007-10-30
8;499;2008-08-10
8;511;2008-01-01
8;514;2007-06-18
8;530;2007-10-03
8;775;2008-07-21
8;780;2008-02-13
8;781;2008-09-13
8;800;2007-07-14
8;802;2008-02-08
8;873;2007-09-15
8;880;2008-06-10
8;882;2008-02-19
8;883;2008-01-14
8;895;2007-10-05
8;915;2008-06-11
8;916;2007-04-23
8;1028;2007-02-10
8;1053;2008-09-09
8;1195;2007-06-15
8;1206;2008-09-25
8;1214;2007-01-15
8;1214;2007-03-09
8;1391;2007-09-27
8;1862;2007-02-21
8;2308;2007-05-08
8;2337;2007-02-06
8;2683;2007-06-13
8;2685;2007-01-01
8;2910;2008-03-26
8;2918;2007-07-12
8;2929;2008-02-07
8;2937;2007-05-14
8;2937;2007-06-21
8;2954;2007-07-10
8;2998;2007-04-20
8;3053;2007-09-13
8;3306;2007-03-11
8;3334;2008-09-11
8;4342;2007-07-13
8;4699;2008-03-15
8;4715;2008-09-23
8;4913;2007-10-04
8;7358;2007-06-16
8;7358;2007-06-26
8;55798;2007-09-25
8;665034;2007-11-24
9;10;2008-02-15
9;12;2008-05-06
9;18;2008-05-29
9;114;2007-09-28
9;129;2007-09-27
9;131;2007-11-11
9;131;2008-04-29
9;139;2008-02-24
9;146;2008-01-15
9;153;2007-11-20
9;154;2008-02-14
9;157;2008-02-11
9;162;2007-02-20
9;775;2008-05-25
9;777;2008-10-21
9;787;2008-04-21
9;797;2007-06-26
9;802;2008-05-04
9;875;2008-07-30
9;883;2007-07-11
9;888;2007-10-03
9;905;2007-11-09
9;913;2007-10-27
9;914;2007-11-10
9;921;2007-10-09
9;923;2007-09-30
9;934;2007-09-29
9;1085;2008-05-03
9;1154;2008-10-25
9;1159;2007-11-08
9;1205;2008-04-28
9;1205;2008-08-01
9;1233;2007-05-29
9;1233;2007-07-26
9;1856;2008-02-23
9;2683;2008-04-19
9;2738;2008-10-06
9;2739;2007-11-22
9;2740;2008-09-21
9;2889;2008-07-29
9;2918;2007-09-25
9;2946;2008-01-16
9;3113;2007-05-22
9;3951;2007-07-25
9;6611;2008-04-20
9;7186;2007-11-06
9;14228;2008-04-11
9;14857;2008-09-19
9;624654;2007-01-16
10;4;2008-10-07
10;11;2008-09-30
10;13;2007-02-11
10;26;2008-04-25
10;32;2008-05-23
10;67;2008-05-25
10;76;2008-05-18
10;103;2007-08-02
10;118;2007-08-23
10;129;2008-04-30
10;132;2008-05-02
10;135;2007-06-01
10;135;2007-10-17
10;135;2008-05-17
10;136;2008-02-11
10;137;2007-08-17
10;137;2007-10-19
10;139;2008-05-03
10;140;2008-01-17
10;141;2007-08-16
10;142;2008-02-10
10;146;2007-05-11
10;146;2007-08-15
10;148;2008-03-12
10;149;2007-10-03
10;153;2007-04-28
10;153;2007-05-05
10;154;2008-02-29
10;155;2008-05-28
10;157;2008-01-28
10;159;2008-03-01
10;401;2007-05-08
10;490;2008-04-15
10;493;2007-08-22
10;495;2008-07-11
10;513;2007-10-07
10;515;2008-02-25
10;781;2008-07-15
10;784;2008-02-14
10;788;2007-02-17
10;796;2008-10-02
10;801;2007-07-10
10;801;2008-05-01
10;895;2008-02-12
10;932;2008-07-02
10;932;2008-07-10
10;969;2008-04-29
10;1015;2007-07-07
10;1032;2008-05-22
10;1087;2008-06-17
10;1127;2007-07-11
10;1146;2007-04-25
10;1159;2008-01-18
10;1160;2007-02-03
10;1232;2008-05-14
10;1235;2008-05-16
10;1747;2007-04-27
10;1747;2007-05-12
10;1749;2008-01-26
10;1761;2007-06-24
10;1770;2007-05-02
10;1772;2007-04-26
10;1772;2007-05-09
10;1776;2007-05-03
10;1781;2007-08-04
10;1793;2008-04-24
10;2052;2007-08-15
10;2723;2008-05-20
10;2739;2008-02-09
10;2739;2008-02-27
10;2924;2008-05-13
10;2929;2007-06-03
10;2933;2008-07-16
10;2937;2008-04-26
10;2951;2008-03-10
10;2954;2007-10-15
10;2962;2007-10-06
10;2962;2008-01-15
10;3057;2007-05-10
10;3175;2007-07-02
10;3190;2007-05-31
10;3203;2008-04-22
10;3244;2008-10-11
10;4698;2008-08-13
10;5293;2007-10-05
10;6803;2007-10-01
10;7538;2007-04-20
10;9864;2007-05-29
10;10936;2008-07-08
10;11055;2007-05-01
10;11160;2007-05-30
10;12338;2007-02-10
10;12425;2008-04-27
10;14448;2007-04-22
10;15603;2007-05-04
10;23382;2008-01-25
10;27210;2007-06-23
10;35215;2007-07-31
10;41416;2007-07-01
10;100081;2007-07-03
10;101625;2007-08-03
10;623177;2007-02-12
10;631469;2007-10-10
10;898997;2007-04-24
10;1090190;2007-04-21
11;5;2008-05-01
11;7;2008-05-30
11;10;2008-04-17
11;12;2007-04-13
11;12;2008-02-15
11;12;2008-02-27
11;12;2008-04-30
11;13;2007-04-24
11;13;2008-02-16
11;25;2007-08-15
11;30;2008-06-01
11;33;2008-04-29
11;50;2008-04-15
11;67;2007-07-14
11;67;2008-02-17
11;72;2007-12-13
11;72;2008-02-20
11;107;2007-04-10
11;143;2007-02-28
11;154;2008-05-28
11;155;2008-06-24
11;501;2008-08-29
11;783;2008-03-02
11;783;2008-05-07
11;785;2008-02-26
11;787;2007-03-25
11;787;2007-04-15
11;788;2008-02-14
11;788;2008-05-25
11;795;2007-05-25
11;882;2007-05-15
11;883;2007-05-17
11;883;2008-01-07
11;883;2008-03-01
11;888;2008-02-12
11;888;2008-02-29
11;890;2007-02-20
11;890;2008-02-19
11;897;2007-02-24
11;898;2007-04-14
11;905;2007-07-13
11;905;2007-08-30
11;921;2007-10-16
11;929;2007-02-15
11;1206;2007-08-16
11;1214;2008-04-18
11;1214;2008-04-23
11;2272;2007-08-27
11;2683;2007-07-11
11;2738;2007-07-25
11;2910;2007-05-23
11;2910;2007-08-13
11;2917;2007-02-22
11;2997;2008-04-22
11;3113;2007-05-14
11;4696;2007-01-09
11;4699;2008-04-19
11;4905;2008-05-08
11;4913;2007-08-22
11;4939;2007-02-13
11;5135;2007-07-09
11;6292;2008-02-08
11;6611;2008-05-05
11;6803;2008-02-10
11;7358;2008-03-29
11;21935;2008-08-27
11;39672;2007-04-11
11;39935;2008-09-09
11;86124;2007-05-29
11;100081;2007-02-27
11;293880;2007-05-07
12;7;2007-05-15
12;8;2007-03-23
12;8;2008-04-21
12;11;2007-04-25
12;13;2007-07-05
12;14;2008-02-26
12;14;2008-07-31
12;20;2007-05-29
12;25;2007-06-01
12;29;2007-04-11
12;33;2008-07-26
12;38;2007-07-09
12;72;2007-07-17
12;72;2008-07-24
12;72;2008-08-03
12;104;2008-07-29
12;119;2007-07-06
12;134;2008-08-02
12;135;2008-02-12
12;158;2007-07-03
12;160;2008-08-21
12;473;2008-09-06
12;493;2007-07-26
12;497;2007-05-08
12;497;2008-08-01
12;778;2007-07-13
12;785;2007-09-21
12;787;2008-07-27
12;790;2007-10-30
12;790;2008-04-29
12;888;2008-02-19
12;890;2007-05-30
12;891;2008-02-21
12;895;2007-04-10
12;896;2008-07-25
12;898;2007-09-17
12;929;2007-07-24
12;1052;2008-08-19
12;1057;2008-09-23
12;1197;2007-05-11
12;1213;2008-02-22
12;1396;2007-12-31
12;2917;2008-07-22
12;2924;2007-07-11
12;2929;2008-08-22
12;4681;2007-05-09
12;4684;2007-05-10
12;4699;2007-04-23
12;6611;2008-07-14
12;10936;2008-02-14
12;12736;2008-09-24
12;19403;2007-09-19
12;26716;2008-09-07
13;7;2007-08-08
13;9;2008-08-18
13;10;2007-01-20
13;10;2008-02-19
13;12;2008-07-16
13;14;2008-02-15
13;23;2007-06-07
13;23;2007-06-19
13;23;2007-11-08
13;23;2007-11-15
13;67;2008-07-18
13;72;2007-01-27
13;100;2007-06-12
13;128;2008-07-04
13;129;2007-05-18
13;133;2007-01-16
13;136;2007-11-10
13;138;2007-11-16
13;139;2007-10-30
13;141;2007-01-21
13;141;2007-08-24
13;142;2008-01-31
13;147;2007-02-24
13;151;2008-09-05
13;154;2007-10-23
13;154;2008-06-05
13;155;2007-03-19
13;155;2007-05-17
13;156;2007-07-03
13;159;2007-02-06
13;159;2008-07-06
13;161;2007-06-13
13;459;2007-07-21
13;463;2007-02-04
13;480;2007-04-07
13;483;2007-04-08
13;490;2008-06-12
13;491;2007-06-05
13;501;2008-03-11
13;511;2007-02-25
13;781;2007-05-23
13;785;2008-02-11
13;786;2007-03-27
13;788;2007-01-26
13;789;2008-06-10
13;876;2007-03-08
13;876;2008-08-19
13;890;2007-10-31
13;896;2008-02-13
13;897;2008-01-29
13;900;2007-07-25
13;901;2007-07-24
13;906;2008-07-05
13;920;2007-05-19
13;920;2007-06-09
13;932;2007-07-14
13;955;2007-08-05
13;958;2008-07-14
13;1085;2007-06-08
13;1085;2008-09-04
13;1087;2008-09-03
13;1230;2007-05-25
13;1230;2008-03-13
13;1546;2007-01-22
13;1546;2007-04-21
13;1749;2007-01-23
13;1761;2007-08-06
13;1775;2008-09-07
13;2425;2007-11-14
13;2716;2007-08-23
13;2739;2007-02-10
13;2857;2008-06-13
13;2954;2007-11-06
13;3110;2007-08-16
13;3125;2007-06-15
13;3151;2007-03-22
13;3175;2008-09-06
13;3205;2007-07-07
13;3306;2008-08-12
13;5293;2007-08-04
13;5293;2008-07-03
13;6197;2007-07-22
13;7093;2007-08-14
13;7129;2008-07-01
13;8756;2007-05-22
13;11269;2007-05-05
13;15594;2007-02-03
13;18901;2007-09-08
13;27627;2007-01-25
13;39935;2007-09-26
13;57302;2007-05-15
13;67643;2007-01-18
13;623177;2007-04-22
14;8;2008-08-17
14;10;2008-08-19
14;18;2007-10-30
14;18;2008-06-10
14;20;2008-01-05
14;20;2008-03-25
14;26;2008-10-24
14;28;2007-08-31
14;30;2007-09-07
14;33;2007-11-04
14;49;2007-09-06
14;76;2008-01-23
14;76;2008-03-20
14;107;2007-08-28
14;110;2007-07-22
14;127;2007-10-06
14;131;2007-08-13
14;132;2007-09-22
14;132;2008-02-23
14;135;2008-02-18
14;137;2007-05-25
14;139;2007-09-02
14;141;2008-02-17
14;146;2008-02-16
14;152;2007-08-03
14;153;2007-09-18
14;158;2008-02-24
14;375;2007-09-21
14;459;2007-09-16
14;484;2007-09-01
14;491;2007-07-05
14;491;2007-11-21
14;492;2007-01-05
14;492;2008-01-08
14;493;2008-09-29
14;498;2007-07-06
14;520;2008-07-29
14;778;2008-03-27
14;778;2008-07-15
14;786;2008-02-13
14;787;2008-02-12
14;796;2008-01-05
14;797;2007-01-06
14;797;2007-07-04
14;802;2008-04-19
14;802;2008-10-30
14;876;2007-09-20
14;880;2008-05-12
14;883;2008-07-06
14;890;2008-04-14
14;897;2008-03-29
14;915;2008-01-06
14;936;2007-01-06
14;958;2008-03-24
14;1001;2008-07-22
14;1006;2007-08-30
14;1028;2007-11-28
14;1055;2007-09-05
14;1055;2007-09-25
14;1079;2008-09-07
14;1232;2007-11-01
14;1546;2007-05-01
14;1793;2007-05-24
14;1884;2007-07-15
14;2274;2007-11-02
14;2401;2007-10-23
14;2712;2007-10-07
14;2712;2008-05-10
14;2924;2008-10-22
14;2924;2008-10-28
14;2933;2007-11-19
14;2937;2008-10-21
14;3001;2007-08-12
14;3064;2007-11-03
14;3334;2007-01-23
14;4703;2008-08-26
14;4715;2008-10-25
14;4913;2008-04-20
14;4939;2007-05-09
14;7128;2007-10-26
14;7128;2008-03-19
14;7371;2007-10-25
14;7371;2008-09-24
14;7371;2008-10-31
14;7584;2007-09-14
14;9925;2007-11-26
14;14632;2007-09-15
14;19403;2007-09-26
14;32800;2007-07-28
14;55798;2007-05-22
14;61200;2007-08-05
14;198067;2007-01-09
14;678173;2007-09-12
14;1141429;2007-09-10
15;1;2008-10-27
15;2;2007-08-15
15;3;2008-07-28
15;16;2008-02-15
15;16;2008-07-18
15;18;2007-08-04
15;18;2008-07-18
15;19;2007-07-28
15;67;2008-04-21
15;156;2008-05-20
15;162;2008-08-29
15;490;2007-03-10
15;777;2007-02-21
15;777;2007-07-26
15;777;2008-08-30
15;778;2008-01-15
15;786;2008-03-26
15;789;2008-02-14
15;801;2007-10-27
15;883;2007-01-15
15;883;2007-10-28
15;895;2007-03-22
15;905;2007-04-29
15;905;2008-03-15
15;916;2007-01-17
15;918;2007-07-31
15;919;2008-09-24
15;920;2007-12-31
15;936;2007-02-27
15;1053;2007-10-09
15;1053;2008-03-09
15;1196;2008-01-17
15;1197;2008-08-26
15;1201;2008-04-23
15;1214;2007-08-16
15;1221;2007-01-30
15;1232;2007-01-29
15;1235;2007-08-14
15;1765;2007-04-18
15;2274;2007-08-02
15;2685;2008-06-16
15;2857;2008-03-09
15;2884;2008-02-26
15;2924;2008-02-13
15;4681;2008-04-24
15;4698;2008-03-03
15;4703;2008-03-05
15;4913;2007-02-22
15;4913;2007-02-28
15;4913;2007-07-23
15;4913;2008-03-08
15;4951;2008-07-16
15;55798;2007-08-03
15;621889;2007-02-13
15;621889;2007-03-01
16;8;2008-07-10
16;20;2007-07-11
16;22;2008-02-15
16;27;2007-10-28
16;29;2007-03-09
16;77;2007-03-22
16;77;2007-04-11
16;77;2008-01-25
16;110;2007-01-30
16;130;2008-06-17
16;134;2007-07-17
16;147;2007-05-03
16;152;2008-01-26
16;403;2008-06-15
16;425;2008-08-16
16;484;2008-09-21
16;493;2008-01-03
16;497;2007-04-23
16;497;2007-05-01
16;499;2008-09-13
16;501;2008-09-12
16;501;2008-10-19
16;501;2008-10-31
16;503;2008-09-20
16;510;2008-09-18
16;511;2008-01-17
16;511;2008-01-25
16;511;2008-02-13
16;511;2008-06-02
16;791;2007-01-01
16;791;2008-01-15
16;791;2008-06-18
16;880;2007-02-15
16;891;2007-10-03
16;895;2007-01-15
16;915;2008-04-23
16;918;2008-07-16
16;1019;2008-09-12
16;1196;2007-07-19
16;1233;2008-07-11
16;1391;2007-02-02
16;1761;2008-09-19
16;1781;2008-10-15
16;1856;2008-10-14
16;2262;2007-10-02
16;2270;2007-02-01
16;2274;2007-08-11
16;2709;2008-04-22
16;2723;2008-06-13
16;2738;2007-10-27
16;2884;2007-04-12
16;2937;2008-07-07
16;3947;2007-08-01
16;4342;2008-10-17
16;4698;2008-01-01
16;4698;2008-08-05
16;4699;2007-01-03
16;4699;2007-08-20
16;4715;2007-02-13
16;4715;2008-01-24
16;7144;2007-05-20
16;8943;2008-06-14
16;21935;2008-10-18
16;40106;2008-08-16
16;42489;2008-09-16
16;42489;2008-09-23
16;42631;2008-08-17
16;48291;2008-09-09
16;49528;2008-10-29
16;86124;2007-07-09
16;100254;2007-08-12
17;5;2008-10-10
17;15;2008-02-16
17;18;2008-02-15
17;19;2008-02-17
17;26;2007-10-23
17;31;2008-08-28
17;33;2008-04-27
17;147;2008-06-11
17;153;2008-05-20
17;155;2008-10-06
17;251;2008-06-15
17;420;2007-10-27
17;497;2007-07-31
17;501;2007-04-18
17;501;2007-06-02
17;505;2008-06-13
17;507;2008-02-10
17;529;2007-04-17
17;781;2007-07-26
17;784;2008-04-26
17;789;2008-10-01
17;875;2008-08-30
17;888;2008-03-19
17;914;2008-04-22
17;936;2008-03-11
17;940;2007-09-09
17;1031;2008-02-09
